FechaDocumento,Pico_0_B_M_A_TOP,Pico_B_M_A,EsFechaNomina,EsMayor2M,EsFinSemana,TotalVentaNeta,VentaContado,VentaCredito,UnidadesKit,TotalDsctos,Gramos,VentasNORTE,VentasOCCIDENTE,VentasCENTROORIENTE,Dolar,IPC,EsPicoAumetado,EsFechaEspecial
44812,0.0,0.33,0,0,0,444990,444990,0,19,0,190,0,217600,227390,0.439325,0.0888,0,0
44813,0.5,0.33,0,0,0,1006800,1006800,0,26,0,260,312000,513500,181300,0.43907,0.0881,0,0
44814,0.5,0.33,0,0,1,1360500,1360500,0,32,0,330,455700,468500,436300,0.434595,0.0874,0,0
44815,0.0,0.33,0,0,1,260890,260890,0,7,0,90,134400,0,126490,0.434595,0.0867,0,0
44816,0.25,0.33,0,0,0,713500,713500,0,18,0,180,350100,180000,183400,0.434595,86.0,0,0
44817,0.25,0.33,0,0,0,807530,807530,0,21,0,210,40500,626000,141030,0.43542,0.0853,0,0
44818,0.25,0.33,0,0,0,550100,550100,0,17,0,170,154500,284000,111600,0.440545,0.0846,0,0
44819,0.25,0.33,1,0,0,791090,791090,0,21,0,210,176390,469500,145200,0.438545,0.0839,0,0
44820,0.5,0.33,1,0,0,1302100,1302100,0,31,0,310,272700,422500,606900,0.44128,0.0832,0,0
44821,0.75,0.66,1,1,1,2350775,2350775,0,64,0,640,175775,1448800,726200,0.442991,0.0825,3000000,1
44822,0.5,0.33,1,0,1,1223200,1223200,0,26,0,260,202900,266000,754300,0.442991,0.0818,0,0
44823,0.5,0.33,1,0,0,1282000,1282000,0,26,0,260,177000,917500,187500,0.442991,0.0811,0,0
44824,0.25,0.33,1,0,0,856400,856400,0,17,0,170,102200,400000,354200,0.440171,0.0804,0,0
44825,0.25,0.33,0,0,0,913000,913000,0,23,0,230,0,674000,239000,0.442096,0.0797,0,0
44826,0.5,0.33,0,0,0,1401500,1401500,0,33,0,330,180500,1110500,110500,0.440271,79.0,0,0
44827,0.5,0.33,0,0,0,1293800,1293800,0,27,0,270,0,1050000,243800,0.435981,0.0783,0,0
44828,0.5,0.33,0,0,1,1501200,1501200,0,34,0,340,158600,1073800,268800,0.443263,0.0776,0,0
44829,0.0,0.33,0,0,1,240800,240800,0,4,0,40,0,0,240800,0.443263,0.0769,0,0
44830,0.25,0.33,0,0,0,812580,812580,0,22,0,220,235500,318980,258100,0.443263,0.0762,0,0
44831,0.25,0.33,0,0,0,692400,692400,0,22,0,220,0,416500,275900,0.453573,0.0755,0,0
44832,0.5,0.33,0,0,0,1287880,1287880,0,32,0,320,176900,816580,294400,0.454813,0.0748,0,0
44833,0.25,0.33,0,0,0,605175,605175,0,21,0,210,167375,277200,160600,0.448413,0.0741,0,0
44834,0.5,0.33,0,0,0,1158480,1158480,0,33,0,330,327600,378000,452880,0.452282,0.0734,0,0
44835,0.75,0.66,1,1,1,2415320,2415320,0,65,0,650,725900,980000,709420,0.460413,72.0,3000000,1
44836,0.25,0.33,1,0,1,884700,884700,0,13,0,130,128500,0,756200,0.460413,72.0,0,0
44837,0.5,0.33,1,0,0,1748600,1748600,0,43,0,430,152100,679500,917000,0.460413,0.07216129,0,0
44838,0.5,0.33,1,0,0,1800770,1800770,0,38,0,380,74500,879600,846670,0.452414,0.072322581,0,0
44839,0.5,0.33,1,0,0,1722400,1722400,0,33,0,330,808800,673200,240400,0.449063,0.072483871,0,0
44840,0.5,0.33,0,0,0,1019200,1019200,0,25,0,250,20400,286000,712800,0.457603,0.072645161,0,0
44841,0.5,0.33,0,0,0,1223600,1223600,0,28,0,280,59700,636000,527900,0.460763,0.072806452,0,0
44842,0.75,0.66,0,1,1,3103200,3103200,0,54,0,540,836500,963900,1302800,0.461413,0.072967742,3000000,1
44843,0.5,0.33,0,0,1,1327000,1327000,0,17,0,170,352500,0,974500,0.461413,0.073129032,0,0
44844,0.5,0.33,0,0,0,1955575,1955575,0,46,3256,460,254675,818000,882900,0.461413,0.073290323,0,0
44845,0.75,0.66,0,1,0,2367100,2367100,0,44,0,440,200100,593500,1573500,0.460015,0.073451613,3000000,1
44846,0.5,0.33,0,0,0,1821900,1821900,0,32,0,320,105900,809600,906400,0.460138,0.073612903,0,0
44847,0.5,0.33,0,0,0,1823000,1823000,0,36,0,360,196000,761000,866000,0.460203,0.073774194,0,0
44848,0.5,0.33,0,0,0,1252900,1252900,0,33,0,330,17500,438000,797400,0.456983,0.073935484,0,0
44849,0.75,0.66,1,1,1,2855000,2855000,0,46,0,460,184100,575000,2095900,0.469213,0.074096774,3000000,1
44850,0.5,0.33,1,0,1,1668450,1668450,0,24,0,240,191850,0,1476600,0.469213,0.074258065,0,0
44851,0.0,0.33,1,0,0,453600,453600,0,10,0,100,123800,0,329800,0.469213,0.074419355,0,0
44852,0.5,0.33,1,0,0,1775000,1775000,0,38,0,380,664000,866500,244500,0.472913,0.074580645,0,0
44853,0.25,0.33,1,0,0,888300,888300,0,22,0,220,83000,359000,446300,0.475623,0.074741936,0,0
44854,0.25,0.33,1,0,0,573300,573300,0,17,0,170,92000,162500,318800,0.483413,0.074903226,0,0
44855,0.5,0.33,0,0,0,1316600,1316600,0,28,0,280,308200,343500,664900,0.489225,0.075064516,0,0
44856,0.75,0.66,0,1,1,2511900,2511900,0,55,0,550,94800,1037000,1380100,0.490635,0.075225807,3000000,1
44857,0.25,0.33,0,0,1,674300,674300,0,12,0,120,51000,0,623300,0.490635,0.075387097,0,0
44858,0.75,0.66,0,1,0,2945800,2945800,0,35,0,350,618000,564300,1763500,0.490635,0.075548387,3000000,1
44859,0.5,0.33,0,0,0,1208800,1208800,0,28,0,280,53000,258600,897200,0.497825,0.075709677,0,0
44860,0.5,0.33,0,0,0,1210800,1210800,0,30,0,300,373500,264500,572800,0.496345,0.075870968,0,0
44861,0.5,0.33,0,0,0,1804400,1804400,0,41,0,410,171400,1042400,590600,0.487114,0.076032258,0,0
44862,0.5,0.33,0,0,0,1908800,1908800,0,32,0,320,294300,550000,1064500,0.478708,0.076193548,3000000,1
44863,0.75,0.66,0,1,1,2105150,2105150,0,45,0,450,462500,784000,858650,0.482208,0.076354839,3000000,1
44864,0.5,0.33,0,0,1,1110300,1110300,0,19,0,190,179800,0,930500,0.482208,0.076516129,0,0
44865,0.5,0.33,0,0,0,1318900,1318900,0,35,0,350,213800,736000,369100,0.482208,0.076677419,0,0
44866,0.5,0.33,1,0,0,1307700,1307700,0,29,0,300,163400,495000,649300,0.492935,77.0,0,0
44867,0.5,0.33,1,0,0,1603000,1603000,0,37,0,370,208500,798500,596000,0.5003,77.0,0,0
44868,0.5,0.33,1,0,0,1045900,1045900,0,30,0,300,38900,303500,703500,0.499803,0.078633333,0,0
44869,0.5,0.33,1,0,0,1731600,1731600,0,41,0,410,0,516000,1215600,0.505794,0.080266667,0,0
44870,0.75,0.66,1,1,1,2377300,2377300,0,49,0,490,335000,993000,1049300,0.5087,0.0819,3000000,1
44871,0.25,0.33,0,0,1,715600,715600,0,10,0,100,0,0,715600,0.5087,0.083533333,0,0
44872,0.5,0.33,0,0,0,1385500,1385500,0,19,0,190,238000,0,1147500,0.5087,0.085166667,0,0
44873,0.5,0.33,0,0,0,1945300,1945300,0,31,0,310,0,488900,1456400,0.5104,0.0868,3000000,1
44874,0.5,0.33,0,0,0,1198500,1198500,0,28,0,280,53000,490000,655500,0.496925,0.088433333,0,0
44875,0.5,0.33,0,0,0,1260900,1260900,0,36,0,360,37300,447800,775800,0.489181,0.090066667,0,0
44876,0.5,0.33,0,0,0,1810800,1810800,0,36,0,360,70000,1341000,399800,0.479706,0.0917,3000000,1
44877,0.5,0.33,0,0,1,1626500,1626500,0,41,0,410,208000,692500,726000,0.48011,0.093333333,0,0
44878,0.0,0.33,0,0,1,241600,241600,0,7,0,70,70000,0,171600,0.48011,0.094966667,0,0
44879,0.25,0.33,0,0,0,749600,749600,0,17,0,170,462300,0,287300,0.48011,0.0966,0,0
44880,0.5,0.33,1,0,0,1065700,934900,130800,32,9159,320,251500,677300,136900,0.4802,0.098233333,0,0
44881,0.5,0.33,1,0,0,1177000,1177000,0,35,0,350,0,472500,704500,0.4843,0.099866667,0,0
44882,0.5,0.33,1,0,0,1742900,1742900,0,43,0,430,0,1086000,656900,0.4936,0.1015,0,0
44883,0.5,0.33,1,0,0,1883200,1883200,0,31,0,310,0,548000,1335200,0.499438,0.103133333,3000000,1
44884,0.75,0.66,1,1,1,2509200,2509200,0,38,0,380,0,365000,2144200,0.498425,0.104766667,3000000,1
44885,0.5,0.33,1,0,1,1121600,1121600,0,26,0,260,0,0,1121600,0.498425,0.1064,0,0
44886,0.5,0.33,0,0,0,1216200,1216200,0,24,0,240,479600,368000,368600,0.498425,0.108033333,0,0
44887,0.25,0.33,0,0,0,826100,826100,0,27,0,270,59700,530000,236400,0.4947,0.109666667,0,0
44888,0.5,0.33,0,0,0,1336800,1336800,0,29,0,300,190400,397000,749400,0.490239,0.1113,0,0
44889,0.5,0.33,0,0,0,1526400,1526400,0,34,0,340,201000,348500,976900,0.487647,0.112933333,0,0
44890,0.5,0.33,0,0,0,1464100,1464100,0,34,0,340,315700,524500,623900,0.49047,0.114566667,0,0
44891,0.5,0.33,0,0,1,1422100,1422100,0,32,0,320,51000,982500,388600,0.48616,0.1162,0,0
44892,0.25,0.33,0,0,1,678800,678800,0,15,0,150,209500,0,469300,0.48616,0.117833333,0,0
44893,0.5,0.33,0,0,0,1285900,1285900,0,30,0,300,0,479300,806600,0.48616,0.119466667,0,0
44894,0.5,0.33,0,0,0,1067500,1067500,0,35,0,350,301700,491900,273900,0.483064,0.1211,0,0
44895,0.5,0.33,0,0,0,1540950,1540950,0,38,0,380,132150,963000,445800,0.480638,0.122733333,0,0
44896,0.5,0.33,1,0,0,1636800,1636800,0,49,0,490,126500,830200,680100,0.4827,126.0,0,0
44897,0.5,0.33,1,0,0,1488790,1488790,0,51,0,510,303000,782990,402800,0.47596,126.0,0,0
44898,0.75,0.66,1,1,1,2241900,2241900,0,56,0,560,283500,1523000,435400,0.47686,0.127677419,3000000,1
44899,0.5,0.33,1,0,1,1061800,1061800,0,22,0,220,365300,0,696500,0.47686,0.129354839,0,0
44900,0.5,0.33,1,0,0,1876100,1876100,0,55,0,550,553500,673400,649200,0.47686,0.131032258,0,0
44901,0.75,0.66,0,1,0,2119650,2119650,0,43,0,430,187500,1622500,309650,0.483268,0.132709677,3000000,1
44902,0.75,0.66,0,1,0,2142800,2142800,0,52,0,520,0,1744000,398800,483.0,0.134387097,3000000,1
44903,0.25,0.33,0,0,0,810800,810800,0,15,0,150,0,0,810800,0.481718,0.136064516,0,0
44904,0.5,0.33,0,0,0,1858800,1858800,0,44,0,440,364800,911500,582500,0.481518,0.137741936,0,0
44905,0.75,0.66,0,1,1,2097250,2097250,0,44,0,440,462200,799800,835250,0.4806,0.139419355,3000000,1
44906,0.5,0.33,0,0,1,1332200,1332200,0,22,0,220,101900,109000,1121300,0.4806,0.141096774,0,0
44907,0.75,0.66,0,1,0,2228200,2228200,0,41,0,410,0,676500,1551700,0.4806,0.142774194,3000000,1
44908,0.75,0.66,0,1,0,2446100,2446100,0,51,0,510,92500,959500,1394100,0.484033,0.144451613,3000000,1
44909,0.5,0.33,0,0,0,1629700,1629700,0,39,0,390,237300,863500,528900,0.4762,0.146129032,0,0
44910,0.5,0.33,1,0,0,1819700,1819700,0,51,0,510,0,1381800,437900,0.4778,0.147806452,3000000,1
44911,0.75,0.66,1,1,0,3405100,3405100,0,72,0,720,459000,1327100,1619000,0.4791,0.149483871,3000000,1
44912,1.0,0.66,1,1,1,4147050,4147050,0,84,0,840,294350,1996000,1856700,0.478551,0.15116129,3000000,1
44913,0.5,0.33,1,0,1,1421000,1421000,0,25,0,250,414800,54500,951700,0.478551,0.15283871,0,0
44914,0.75,0.66,1,1,0,3618800,3618800,0,72,0,730,489800,2011000,1118000,0.478551,0.154516129,3000000,1
44915,1.0,0.66,1,1,0,4117900,4117900,0,74,0,740,339300,2108500,1670100,0.477388,0.156193548,3000000,1
44916,0.75,0.66,0,1,0,3907500,3907500,0,67,0,680,145400,2391000,1371100,0.476207,0.157870968,3000000,1
44917,1.0,0.66,0,1,0,4012200,4012200,0,94,0,940,0,1987400,2024800,0.4765,0.159548387,3000000,1
44918,1.0,1.0,0,1,0,7560750,7560750,0,126,0,1360,416650,3471400,3672700,0.4758,0.161225807,3000000,1
44919,1.0,1.0,0,1,1,10434500,10434500,0,194,0,1950,473000,5279500,4682000,0.472833,0.162903226,3000000,1
44920,0.0,0.33,0,0,1,136600,136600,0,4,0,40,0,0,136600,0.472833,0.164580645,0,0
44921,0.75,0.66,0,1,0,2144300,2144300,0,39,0,390,104000,557500,1482800,0.472833,0.166258065,0,0
44922,0.75,0.66,0,1,0,2718800,2718800,0,46,0,460,487100,288000,1943700,0.4727,0.167935484,0,0
44923,1.0,0.66,0,1,0,4151450,4151450,0,62,0,620,561050,642300,2948100,0.4762,0.169612903,3000000,1
44924,0.75,0.66,0,1,0,3004700,3004700,0,56,0,560,17500,1209800,1777400,0.476977,0.171290323,3000000,1
44925,1.0,0.66,0,1,0,4634850,4634850,0,83,0,830,288750,1160700,3185400,0.4847,0.172967742,3000000,1
44926,1.0,0.66,0,1,1,5515800,5515800,0,83,0,870,737800,1764000,3014000,0.4847,0.174645161,3000000,1
44928,0.75,0.66,1,1,0,2941650,2941650,0,38,9246,380,233500,898500,1809650,0.4847,178.0,3000000,1
44929,0.5,0.33,1,0,0,1831300,1831300,0,35,0,350,286200,825800,719300,0.4847,178.0,3000000,1
44930,0.75,0.66,1,1,0,2726960,2726960,0,30,7227,300,661200,0,2065760,0.4848,0.177612903,3000000,1
44931,0.25,0.33,1,0,0,877900,877900,0,12,0,120,467400,0,410500,0.4892,0.177225807,0,0
44932,0.75,0.66,0,1,0,2842950,2842950,0,35,1555,350,0,651500,2191450,0.492157,0.17683871,3000000,1
44933,0.75,0.66,0,1,1,2778000,2778000,0,50,0,500,0,1455500,1322500,0.49616,0.176451613,3000000,1
44934,0.0,0.33,0,0,1,127000,127000,0,5,0,50,18500,0,108500,0.4859,0.176064516,0,0
44935,0.25,0.33,0,0,0,941850,941850,0,8,7691,80,132200,0,809650,0.4859,0.175677419,0,0
44936,0.25,0.33,0,0,0,840100,840100,0,17,0,170,90500,274500,475100,0.4859,0.175290323,0,0
44937,0.75,0.66,0,1,0,2166000,2166000,0,35,4329,350,0,660500,1505500,0.484834,0.174903226,3000000,1
44938,0.25,0.33,0,0,0,824200,824200,0,24,0,250,214500,273000,336700,0.4784,0.174516129,0,0
44939,0.25,0.33,0,0,0,682100,682100,0,23,0,230,158600,358000,165500,473.0,0.174129032,0,0
44940,0.5,0.33,0,0,1,1009300,1009300,0,34,0,340,92500,727000,189800,0.468151,0.173741936,0,0
44941,0.0,0.33,1,0,1,493600,493600,0,7,0,70,310400,0,183200,0.468456,0.173354839,0,0
44942,0.5,0.33,1,0,0,1826930,1826930,0,33,4581,330,93000,540500,1193430,0.468456,0.172967742,3000000,1
44943,0.5,0.33,1,0,0,1431270,1431270,0,34,10212,340,147500,371300,912470,0.468456,0.172580645,0,0
44944,0.25,0.33,1,0,0,794950,794950,0,26,3026,260,131800,219500,443650,0.468988,0.172193548,0,0
44945,0.25,0.33,1,0,0,930200,930200,0,23,2942,230,222700,237500,470000,0.47249,0.171806452,0,0
44946,0.25,0.33,1,0,0,627400,627400,0,19,0,190,82900,365000,179500,0.468945,0.171419355,0,0
44947,0.5,0.33,0,0,1,1986850,1986850,0,43,7397,430,469600,966800,550450,0.466448,0.171032258,3000000,1
44948,0.25,0.33,0,0,1,615020,615020,0,10,3026,100,87300,0,527720,459.0,0.170645161,0,0
44949,0.5,0.33,0,0,0,1637400,1637400,0,35,3108,360,358900,642600,635900,459.0,0.170258065,0,0
44950,0.5,0.33,0,0,0,1175020,1175020,0,22,3026,220,132700,380500,661820,459.0,0.169870968,0,0
44951,0.5,0.33,0,0,0,1931840,1931840,0,37,5840,370,0,800600,1131240,0.45565,0.169483871,0,0
44952,0.25,0.33,0,0,0,916800,916800,0,21,0,210,179500,158500,578800,0.451354,0.169096774,0,0
44953,0.5,0.33,0,0,0,1826840,1826840,0,38,5926,380,0,686700,1140140,0.452548,0.168709677,0,0
44954,0.75,0.66,0,1,1,2320860,2320860,0,41,3026,410,633700,398500,1288660,0.45252,0.168322581,3000000,1
44955,0.25,0.33,0,0,1,924600,924600,0,15,0,150,59700,0,864900,0.4551,0.167935484,0,0
44956,0.75,0.66,0,1,0,2673000,2673000,0,58,3025,580,117500,641800,1913700,0.4551,0.167548387,3000000,1
44957,0.75,0.66,0,1,0,2174600,2174600,0,46,9158,490,86900,985900,1101800,0.4551,0.16716129,3000000,1
44958,0.5,0.33,1,0,0,1584150,1584150,0,40,0,400,69550,589200,925400,0.46508,0.166774194,0,0
44959,0.75,0.66,1,1,0,2815200,2815200,0,49,0,490,107600,464500,2243100,0.466772,166.0,3000000,1
44960,0.75,0.66,1,1,0,2028100,2028100,0,33,0,330,93300,357500,1577300,0.459805,166.0,3000000,1
44961,0.75,0.66,1,1,1,3035500,3035500,0,41,0,410,368200,456500,2210800,0.4586,0.163821429,3000000,1
44962,0.5,0.33,1,0,1,1042400,1042400,0,20,0,200,277000,0,765400,0.4695,0.161642857,0,0
44963,0.5,0.33,0,0,0,1690100,1690100,0,39,0,390,181800,751800,756500,0.4695,0.159464286,0,0
44964,0.75,0.66,0,1,0,3276360,3276360,0,28,21079,370,2717160,319100,240100,0.4695,0.157285714,3000000,1
44965,0.25,0.33,0,0,0,652100,652100,0,27,0,270,0,411400,240700,0.478325,0.155107143,0,0
44966,0.5,0.33,0,0,0,1453600,1453600,0,29,0,290,55900,1323500,74200,0.472606,0.152928571,0,0
44967,0.5,0.33,0,0,0,1602700,1602700,0,34,0,340,57000,793000,752700,0.476605,0.15075,0,0
44968,0.75,0.66,0,1,1,2523900,2523900,0,59,0,590,217500,762300,1544100,0.474225,0.148571429,3000000,1
44969,0.5,0.33,0,0,1,1467600,1467600,0,18,0,180,100000,0,1367600,0.479918,0.146392857,0,0
44970,0.5,0.33,0,0,0,1651400,1651400,0,39,0,390,0,624000,1027400,0.479918,0.144214286,0,0
44971,0.5,0.33,0,0,0,1328200,1328200,0,25,0,250,0,299500,1028700,0.479918,0.142035714,0,0
44972,0.5,0.33,1,0,0,1832100,1832100,0,37,0,370,232700,867500,731900,0.478731,0.139857143,0,0
44973,0.75,0.66,1,1,0,2566080,2566080,0,59,0,590,626700,636500,1302880,0.4749,0.137678571,3000000,1
44974,0.5,0.33,1,0,0,1900050,1900050,0,41,0,410,782200,374000,743850,0.489545,0.1355,0,0
44975,0.5,0.33,1,0,1,1545600,1545600,0,35,0,350,91300,850900,603400,0.492634,0.133321429,0,0
44976,0.75,0.66,1,1,1,2167000,2167000,0,24,0,240,1390400,0,776600,0.489945,0.131142857,3000000,1
44977,0.5,0.33,1,0,0,1437600,1437600,0,30,0,300,0,242800,1194800,0.489945,0.128964286,0,0
44978,0.5,0.33,0,0,0,1896800,1896800,0,42,0,420,881800,477000,538000,0.489945,0.126785714,0,0
44979,0.5,0.33,0,0,0,1432800,1432800,0,33,0,340,605000,388500,439300,0.491394,0.124607143,0,0
44980,0.5,0.33,0,0,0,1451400,1451400,0,38,0,380,466200,772900,212300,0.495343,0.122428571,0,0
44981,0.75,0.66,0,1,0,3217200,3217200,0,66,0,660,494900,1270900,1451400,0.489336,0.12025,3000000,1
44982,0.75,0.66,0,1,1,2387200,2387200,0,58,0,580,768400,343500,1275300,0.48554,0.118071429,0,0
44983,0.25,0.33,0,0,1,752500,752500,0,21,0,210,315800,0,436700,0.48374,0.115892857,0,0
44984,0.5,0.33,0,0,0,1332700,1332700,0,38,0,380,102700,475800,754200,0.48374,0.113714286,0,0
44985,0.5,0.33,0,0,0,1762750,1762750,0,39,0,390,608600,223000,931150,0.48374,0.111535714,0,0
44986,0.75,0.66,1,1,0,2459600,2459600,0,61,0,610,367550,714000,1378050,0.475826,0.109357143,3000000,1
44987,0.75,0.66,1,1,0,2357800,2357800,0,57,0,580,1174800,446500,736500,0.485668,105.0,3000000,1
44988,0.75,0.66,1,1,0,2152350,2152350,0,54,0,540,952400,694000,505950,0.482781,105.0,0,0
44989,0.75,0.66,1,1,1,2628400,2628400,0,60,0,600,1464300,673500,490600,0.48119,0.104129032,3000000,1
44990,0.25,0.33,1,0,1,996300,996300,0,27,0,270,454900,0,541400,0.47845,0.103258065,0,0
44991,0.5,0.33,0,0,0,1081250,1081250,0,32,0,320,42100,493500,545650,0.47845,0.102387097,0,0
44992,0.5,0.33,0,0,0,1025550,1025550,0,29,0,290,331800,471500,222250,0.47845,0.101516129,0,0
44993,0.75,0.66,0,1,0,3071400,3071400,0,61,0,610,944850,871400,1255150,0.470051,0.100645161,3000000,1
44994,0.5,0.33,0,0,0,1364200,1364200,0,40,0,410,631000,456500,276700,0.4763,0.099774194,0,0
44995,0.5,0.33,0,0,0,1384600,1384600,0,42,0,420,509300,345000,530300,0.477387,0.098903226,0,0
44996,0.75,0.66,0,1,1,2657000,2657000,0,48,0,480,1418500,406000,832500,0.474302,0.098032258,3000000,1
44997,0.5,0.33,0,0,1,1159100,1159100,0,23,0,230,803600,0,355500,0.471225,0.09716129,0,0
44998,0.75,0.66,0,1,0,2516400,2516400,0,44,0,440,888700,896300,731400,0.471225,0.096290323,3000000,1
44999,0.5,0.33,0,0,0,1074100,1074100,0,30,0,310,578200,236000,259900,0.471225,0.095419355,0,0
45000,0.75,0.66,1,1,0,2272200,2272200,0,56,0,560,955400,592000,724800,0.4768,0.094548387,3000000,1
45001,0.5,0.33,1,0,0,1917150,1917150,0,53,0,530,459900,681500,775750,0.47375,0.093677419,0,0
45002,0.25,0.33,1,0,0,709600,709600,0,24,0,240,117300,227400,364900,0.486265,0.092806452,0,0
45003,0.75,0.66,1,1,1,2283600,2283600,0,60,0,600,992600,450500,840500,0.48245,0.091935484,3000000,1
45004,0.5,0.33,1,0,1,1187600,1187600,0,29,0,300,307200,0,880400,0.48455,0.091064516,0,0
45005,0.5,0.33,1,0,0,1438561,1438561,0,28,0,290,683261,0,755300,0.48455,0.090193548,0,0
45006,0.5,0.33,0,0,0,1770800,1770800,0,35,0,350,19500,774100,977200,0.48455,0.089322581,0,0
45007,0.5,0.33,0,0,0,1412500,1412500,0,32,0,320,0,363000,1049500,0.481398,0.088451613,0,0
45008,0.75,0.66,0,1,0,2935450,2935450,0,51,0,510,1077700,1335600,522150,0.48075,0.087580645,3000000,1
45009,0.5,0.33,0,0,0,1226200,1226200,0,37,0,370,256300,432200,537700,0.47671,0.086709677,0,0
45010,0.5,0.33,0,0,1,1986400,1986400,0,52,0,530,656400,721000,609000,0.47545,0.08583871,0,0
45011,0.25,0.33,0,0,1,593400,593400,0,13,0,130,79600,0,513800,0.47374,0.084967742,0,0
45012,0.25,0.33,0,0,0,868200,868200,0,33,0,330,58800,232200,577200,0.47374,0.084096774,0,0
45013,0.75,0.66,0,1,0,2511050,2511050,0,54,0,540,178800,991700,1340550,0.47374,0.083225807,3000000,1
45014,0.5,0.33,0,0,0,1005500,1005500,0,27,0,280,283000,445000,277500,0.4673,0.082354839,0,0
45015,0.25,0.33,0,0,0,925500,925500,0,36,0,360,20400,552600,352500,0.467585,0.081483871,0,0
45016,0.5,0.33,0,0,0,1823175,1823175,0,58,0,580,340075,712000,771100,0.461096,0.080612903,0,0
45017,0.75,0.66,1,1,1,3241275,3241275,0,74,0,750,368625,1935000,937650,0.46375,0.079741936,3000000,1
45018,0.75,0.66,1,1,1,2311550,2311550,0,41,2731,410,591250,0,1720300,0.46515,78.0,3000000,1
45019,0.5,0.33,1,0,0,1614750,1614750,0,47,0,470,176000,1013500,425250,0.46515,78.0,0,0
45020,0.5,0.33,1,0,0,1712000,1712000,0,50,0,500,408700,700500,602800,0.46515,0.076833333,0,0
45021,0.5,0.33,1,0,0,1498050,1498050,0,43,0,430,29000,1188000,281050,0.459989,0.075666667,0,0
45022,0.0,0.33,0,0,0,314300,314300,0,12,0,120,0,0,314300,0.458062,0.0745,0,0
45023,0.0,0.33,0,0,0,197500,197500,0,7,0,70,77600,0,119900,0.45725,0.073333333,0,0
45024,0.5,0.33,0,0,1,1004350,1004350,0,23,0,230,496000,93000,415350,0.456847,0.072166667,0,0
45025,0.5,0.33,0,0,1,1044600,1044600,0,16,0,160,0,0,1044600,0.4565,71.0,0,0
45026,0.5,0.33,0,0,0,1062225,1062225,0,40,0,400,162275,521000,378950,0.4565,0.069833333,0,0
45027,0.5,0.33,0,0,0,1087900,1087900,0,36,0,360,76500,698500,312900,0.4565,0.068666667,0,0
45028,0.25,0.33,0,0,0,858700,858700,0,26,0,260,325200,294000,239500,0.45555,0.0675,0,0
45029,0.25,0.33,0,0,0,782360,782360,0,26,0,260,0,485500,296860,0.450576,0.066333333,0,0
45030,0.5,0.33,0,0,0,1090800,1090800,0,38,0,380,55400,334700,700700,0.445917,0.065166667,0,0
45031,0.75,0.66,1,1,1,3099700,3099700,0,69,0,690,788350,1077600,1233750,0.44145,64.0,3000000,1
45032,0.25,0.33,1,0,1,947200,947200,0,23,0,230,231000,0,716200,0.441153,0.062833333,0,0
45033,0.5,0.33,1,0,0,1180100,1180100,0,41,0,410,112400,782000,285700,0.441153,0.061666667,0,0
45034,0.5,0.33,1,0,0,1750200,1750200,0,49,0,490,522100,581500,646600,0.441153,0.0605,0,0
45035,0.75,0.66,1,1,0,2026250,2026250,0,44,0,440,0,270000,1756250,0.44375,0.059333333,3000000,1
45036,0.5,0.33,1,0,0,1513800,1513800,0,37,0,370,0,1131500,382300,0.4485,0.058166667,0,0
45037,0.25,0.33,0,0,0,915900,915900,0,28,0,280,0,365400,550500,0.45355,57.0,0,0
45038,0.5,0.33,0,0,1,1252000,1252000,0,34,0,340,22300,779000,450700,0.45305,0.055833333,0,0
45039,0.25,0.33,0,0,1,696000,696000,0,15,0,150,17500,0,678500,0.451294,0.054666667,0,0
45040,0.25,0.33,0,0,0,675650,675650,0,21,0,210,0,205500,470150,0.451294,0.0535,0,0
45041,0.5,0.33,0,0,0,1331150,1331150,0,36,0,360,74300,202800,1054050,0.451294,0.052333333,0,0
45042,0.5,0.33,0,0,0,1319650,1319650,0,40,0,400,87500,618400,613750,0.44615,0.051166667,0,0
45043,0.5,0.33,0,0,0,1411200,1411200,0,37,0,370,174700,485300,751200,0.450789,0.05,0,0
45044,0.5,0.33,0,0,0,1720240,1720240,0,52,0,520,250000,838400,631840,0.46575,0.048833333,0,0
45045,0.75,0.66,0,1,1,2596140,2596140,0,70,0,770,771100,870300,954740,0.46496,0.047666667,3000000,1
45046,0.0,0.33,0,0,1,341900,341900,0,9,0,110,45500,0,296400,0.46955,0.0465,0,0
45047,0.25,0.33,1,0,0,641700,641700,0,20,0,200,15000,0,626700,0.46955,0.045333333,0,0
45048,0.75,0.66,1,1,0,2146500,2146500,0,56,0,560,370800,1306400,469300,0.46955,43.0,3000000,1
45049,0.5,0.33,1,0,0,1941350,1941350,0,51,0,510,188500,1068800,684050,0.4707,43.0,3000000,1
45050,0.5,0.33,1,0,0,1416300,1416300,0,47,0,470,26000,883000,507300,0.46875,0.042580645,0,0
45051,0.75,0.66,1,1,0,2306680,2306680,0,48,0,480,167700,1224500,914480,0.46359,0.04216129,3000000,1
45052,0.75,0.66,0,1,1,3173500,3173500,0,64,0,640,0,2563900,609600,0.46045,0.041741936,3000000,1
45053,0.5,0.33,0,0,1,1671750,1671750,0,31,0,320,214000,0,1457750,0.45255,0.041322581,0,0
45054,0.75,0.66,0,1,0,2044800,2044800,0,50,0,500,406000,1209800,429000,0.45255,0.040903226,3000000,1
